35529623,ALBANIA AMC FIXED
35529650,ALBANIA AMC FIXED
35529680,ALBANIA AMC FIXED
35529723,ALBANIA AMC FIXED
35529750,ALBANIA AMC FIXED
35529763,ALBANIA AMC FIXED
35529780,ALBANIA AMC FIXED
35531150,ALBANIA AMC FIXED
35531151,ALBANIA AMC FIXED
35531250,ALBANIA AMC FIXED
35531350,ALBANIA AMC FIXED
35531351,ALBANIA AMC FIXED
3553270,ALBANIA AMC FIXED
3553350,ALBANIA AMC FIXED
3553351,ALBANIA AMC FIXED
3553490,ALBANIA AMC FIXED
3553491,ALBANIA AMC FIXED
3553560,ALBANIA AMC FIXED
35536023,ALBANIA AMC FIXED
35536043,ALBANIA AMC FIXED
35536063,ALBANIA AMC FIXED
35536073,ALBANIA AMC FIXED
35536090,ALBANIA AMC FIXED
35536150,ALBANIA AMC FIXED
35536240,ALBANIA AMC FIXED
35536290,ALBANIA AMC FIXED
35536340,ALBANIA AMC FIXED
35536380,ALBANIA AMC FIXED
35536440,ALBANIA AMC FIXED
35536480,ALBANIA AMC FIXED
35536540,ALBANIA AMC FIXED
35536580,ALBANIA AMC FIXED
35536640,ALBANIA AMC FIXED
35536670,ALBANIA AMC FIXED
35536740,ALBANIA AMC FIXED
35536770,ALBANIA AMC FIXED
35536840,ALBANIA AMC FIXED
35536890,ALBANIA AMC FIXED
35536923,ALBANIA AMC FIXED
35536993,ALBANIA AMC FIXED
35537140,ALBANIA AMC FIXED
35537141,ALBANIA AMC FIXED
35537223,ALBANIA AMC FIXED
35537263,ALBANIA AMC FIXED
35537283,ALBANIA AMC FIXED
35537293,ALBANIA AMC FIXED
35537340,ALBANIA AMC FIXED
35537370,ALBANIA AMC FIXED
35537393,ALBANIA AMC FIXED
35537450,ALBANIA AMC FIXED
35537490,ALBANIA AMC FIXED
35537494,ALBANIA AMC FIXED
35537523,ALBANIA AMC FIXED
35537563,ALBANIA AMC FIXED
35537590,ALBANIA AMC FIXED
35537623,ALBANIA AMC FIXED
35537680,ALBANIA AMC FIXED
35537740,ALBANIA AMC FIXED
35537773,ALBANIA AMC FIXED
35537790,ALBANIA AMC FIXED
35537823,ALBANIA AMC FIXED
35537843,ALBANIA AMC FIXED
35537853,ALBANIA AMC FIXED
35537870,ALBANIA AMC FIXED
35537890,ALBANIA AMC FIXED
35538150,ALBANIA AMC FIXED
35538151,ALBANIA AMC FIXED
35538152,ALBANIA AMC FIXED
35538240,ALBANIA AMC FIXED
35538241,ALBANIA AMC FIXED
35538350,ALBANIA AMC FIXED
35538423,ALBANIA AMC FIXED
35538470,ALBANIA AMC FIXED
35538523,ALBANIA AMC FIXED
35538593,ALBANIA AMC FIXED
35538623,ALBANIA AMC FIXED
35538650,ALBANIA AMC FIXED
35538680,ALBANIA AMC FIXED
35538693,ALBANIA AMC FIXED
35538725,ALBANIA AMC FIXED
35538790,ALBANIA AMC FIXED
35538850,ALBANIA AMC FIXED
35538923,ALBANIA AMC FIXED
35538940,ALBANIA AMC FIXED
35538980,ALBANIA AMC FIXED
35539150,ALBANIA AMC FIXED
35539151,ALBANIA AMC FIXED
35539240,ALBANIA AMC FIXED
35539241,ALBANIA AMC FIXED
35539360,ALBANIA AMC FIXED
35539361,ALBANIA AMC FIXED
35539450,ALBANIA AMC FIXED
35539560,ALBANIA AMC FIXED
35539640,ALBANIA AMC FIXED
35539690,ALBANIA AMC FIXED
35539740,ALBANIA AMC FIXED
35539790,ALBANIA AMC FIXED
35539823,ALBANIA AMC FIXED
35539850,ALBANIA AMC FIXED
35539880,ALBANIA AMC FIXED
3554630,ALBANIA AMC FIXED
3554631,ALBANIA AMC FIXED
3554632,ALBANIA AMC FIXED
3554633,ALBANIA AMC FIXED
35547210,ALBANIA AMC FIXED
35547425,ALBANIA AMC FIXED
35547550,ALBANIA AMC FIXED
35547700,ALBANIA AMC FIXED
35547870,ALBANIA AMC FIXED
35547950,ALBANIA AMC FIXED
35548270,ALBANIA AMC FIXED
35548271,ALBANIA AMC FIXED
35548272,ALBANIA AMC FIXED
35548570,ALBANIA AMC FIXED
35548660,ALBANIA AMC FIXED
35548750,ALBANIA AMC FIXED
35548855,ALBANIA AMC FIXED
35548935,ALBANIA AMC FIXED
35548936,ALBANIA AMC FIXED
35549250,ALBANIA AMC FIXED
35549440,ALBANIA AMC FIXED
35549560,ALBANIA AMC FIXED
35549730,ALBANIA AMC FIXED
35549830,ALBANIA AMC FIXED
35549930,ALBANIA AMC FIXED
3555114,ALBANIA AMC FIXED
35551240,ALBANIA AMC FIXED
35551241,ALBANIA AMC FIXED
35551360,ALBANIA AMC FIXED
35551361,ALBANIA AMC FIXED
35551460,ALBANIA AMC FIXED
35551461,ALBANIA AMC FIXED
3555263,ALBANIA AMC FIXED
3555264,ALBANIA AMC FIXED
3555370,ALBANIA AMC FIXED
3555490,ALBANIA AMC FIXED
3555491,ALBANIA AMC FIXED
3555540,ALBANIA AMC FIXED
35556150,ALBANIA AMC FIXED
35556240,ALBANIA AMC FIXED
35556293,ALBANIA AMC FIXED
35556340,ALBANIA AMC FIXED
35556445,ALBANIA AMC FIXED
35556465,ALBANIA AMC FIXED
35556550,ALBANIA AMC FIXED
35556583,ALBANIA AMC FIXED
35557043,ALBANIA AMC FIXED
35557070,ALBANIA AMC FIXED
35557094,ALBANIA AMC FIXED
35557180,ALBANIA AMC FIXED
35557260,ALBANIA AMC FIXED
35557390,ALBANIA AMC FIXED
35557463,ALBANIA AMC FIXED
35557464,ALBANIA AMC FIXED
35557494,ALBANIA AMC FIXED
35557543,ALBANIA AMC FIXED
35557544,ALBANIA AMC FIXED
35557584,ALBANIA AMC FIXED
35557643,ALBANIA AMC FIXED
35557644,ALBANIA AMC FIXED
35557683,ALBANIA AMC FIXED
35557770,ALBANIA AMC FIXED
35557771,ALBANIA AMC FIXED
35557843,ALBANIA AMC FIXED
35557865,ALBANIA AMC FIXED
35557943,ALBANIA AMC FIXED
35557963,ALBANIA AMC FIXED
35557993,ALBANIA AMC FIXED
35558023,ALBANIA AMC FIXED
35558073,ALBANIA AMC FIXED
35558150,ALBANIA AMC FIXED
35558151,ALBANIA AMC FIXED
35558250,ALBANIA AMC FIXED
35558323,ALBANIA AMC FIXED
35558373,ALBANIA AMC FIXED
35558424,ALBANIA AMC FIXED
35558460,ALBANIA AMC FIXED
35558484,ALBANIA AMC FIXED
35558494,ALBANIA AMC FIXED
35558540,ALBANIA AMC FIXED
35558564,ALBANIA AMC FIXED
35558580,ALBANIA AMC FIXED
35558594,ALBANIA AMC FIXED
35558624,ALBANIA AMC FIXED
35558670,ALBANIA AMC FIXED
35558693,ALBANIA AMC FIXED
35558724,ALBANIA AMC FIXED
35558764,ALBANIA AMC FIXED
35558790,ALBANIA AMC FIXED
35558824,ALBANIA AMC FIXED
35558842,ALBANIA AMC FIXED
35558852,ALBANIA AMC FIXED
35558882,ALBANIA AMC FIXED
35558924,ALBANIA AMC FIXED
35558953,ALBANIA AMC FIXED
35558983,ALBANIA AMC FIXED
35559150,ALBANIA AMC FIXED
35559240,ALBANIA AMC FIXED
35559324,ALBANIA AMC FIXED
35559360,ALBANIA AMC FIXED
35559394,ALBANIA AMC FIXED
35559424,ALBANIA AMC FIXED
35559462,ALBANIA AMC FIXED
35559492,ALBANIA AMC FIXED
35559540,ALBANIA AMC FIXED
35559572,ALBANIA AMC FIXED
35559622,ALBANIA AMC FIXED
35559664,ALBANIA AMC FIXED
35559674,ALBANIA AMC FIXED
35559684,ALBANIA AMC FIXED
35559694,ALBANIA AMC FIXED
35559722,ALBANIA AMC FIXED
35559754,ALBANIA AMC FIXED
35559770,ALBANIA AMC FIXED
35559794,ALBANIA AMC FIXED
35572780,ALBANIA AMC FIXED
35581140,ALBANIA AMC FIXED
35581141,ALBANIA AMC FIXED
35581240,ALBANIA AMC FIXED
35581241,ALBANIA AMC FIXED
35581340,ALBANIA AMC FIXED
35581341,ALBANIA AMC FIXED
35581450,ALBANIA AMC FIXED
35581451,ALBANIA AMC FIXED
35581540,ALBANIA AMC FIXED
3558290,ALBANIA AMC FIXED
3558291,ALBANIA AMC FIXED
3558340,ALBANIA AMC FIXED
3558460,ALBANIA AMC FIXED
3558550,ALBANIA AMC FIXED
35586022,ALBANIA AMC FIXED
35586070,ALBANIA AMC FIXED
35586082,ALBANIA AMC FIXED
35586150,ALBANIA AMC FIXED
35586260,ALBANIA AMC FIXED
35586344,ALBANIA AMC FIXED
35586372,ALBANIA AMC FIXED
35586424,ALBANIA AMC FIXED
35586462,ALBANIA AMC FIXED
35586472,ALBANIA AMC FIXED
35586494,ALBANIA AMC FIXED
35586524,ALBANIA AMC FIXED
35586572,ALBANIA AMC FIXED
35586582,ALBANIA AMC FIXED
35586622,ALBANIA AMC FIXED
35586672,ALBANIA AMC FIXED
35586750,ALBANIA AMC FIXED
35586796,ALBANIA AMC FIXED
35586850,ALBANIA AMC FIXED
35586892,ALBANIA AMC FIXED
35586922,ALBANIA AMC FIXED
35586972,ALBANIA AMC FIXED
35587150,ALBANIA AMC FIXED
35587151,ALBANIA AMC FIXED
35587174,ALBANIA AMC FIXED
35587184,ALBANIA AMC FIXED
35587194,ALBANIA AMC FIXED
35587224,ALBANIA AMC FIXED
35587270,ALBANIA AMC FIXED
35587294,ALBANIA AMC FIXED
35587322,ALBANIA AMC FIXED
35587392,ALBANIA AMC FIXED
35587442,ALBANIA AMC FIXED
35587482,ALBANIA AMC FIXED
35587540,ALBANIA AMC FIXED
35587622,ALBANIA AMC FIXED
35587652,ALBANIA AMC FIXED
35587672,ALBANIA AMC FIXED
35587692,ALBANIA AMC FIXED
35587722,ALBANIA AMC FIXED
35587760,ALBANIA AMC FIXED
35587790,ALBANIA AMC FIXED
35588140,ALBANIA AMC FIXED
35588194,ALBANIA AMC FIXED
35588222,ALBANIA AMC FIXED
35588262,ALBANIA AMC FIXED
35588274,ALBANIA AMC FIXED
35588294,ALBANIA AMC FIXED
35588324,ALBANIA AMC FIXED
35588364,ALBANIA AMC FIXED
35588372,ALBANIA AMC FIXED
35588392,ALBANIA AMC FIXED
35588440,ALBANIA AMC FIXED
35588480,ALBANIA AMC FIXED
35588540,ALBANIA AMC FIXED
35588590,ALBANIA AMC FIXED
35588640,ALBANIA AMC FIXED
35588682,ALBANIA AMC FIXED
35588692,ALBANIA AMC FIXED
35588722,ALBANIA AMC FIXED
35588750,ALBANIA AMC FIXED
35588770,ALBANIA AMC FIXED
35588790,ALBANIA AMC FIXED
35589140,ALBANIA AMC FIXED
35589164,ALBANIA AMC FIXED
35589192,ALBANIA AMC FIXED
35589224,ALBANIA AMC FIXED
35589280,ALBANIA AMC FIXED
35589324,ALBANIA AMC FIXED
35589422,ALBANIA AMC FIXED
35589480,ALBANIA AMC FIXED
35589524,ALBANIA AMC FIXED
35589562,ALBANIA AMC FIXED
35589590,ALBANIA AMC FIXED
35568,ALBANIA AMC MOBILE
35567,ALBANIA EAGLE MOBILE
35566,ALBANIA PLUS MOBILE
3554249,ALBANIA SPECIAL SERVICES
3554250,ALBANIA SPECIAL SERVICES
3554251,ALBANIA SPECIAL SERVICES
3554252,ALBANIA SPECIAL SERVICES
355422,ALBANIA TIRANA
355423,ALBANIA TIRANA
355424,ALBANIA TIRANA
35569,ALBANIA VODAFONE MOBILE
213,ALGERIA
2136,ALGERIA MPTA MOBILE
21377,ALGERIA ORASCOM MOBILE
21378,ALGERIA ORASCOM MOBILE
21379,ALGERIA ORASCOM MOBILE
2135,ALGERIA WATANIYA MOBILE
1684,AMERICAN SAMOA ALL COUNTRY
376,ANDORRA
3763,ANDORRA MOBILE
3765,ANDORRA MOBILE
3766,ANDORRA MOBILE
244,ANGOLA
24491,ANGOLA MOVICEL MOBILE
24499,ANGOLA MOVICEL MOBILE
24492,ANGOLA UNITEL MOBILE
24493,ANGOLA UNITEL MOBILE
24494,ANGOLA UNITEL MOBILE
1264,ANGUILLA
1264581,ANGUILLA DIGICEL MOBILE
1264582,ANGUILLA DIGICEL MOBILE
1264583,ANGUILLA DIGICEL MOBILE
1264584,ANGUILLA DIGICEL MOBILE
1264235,ANGUILLA MOBILE
1264469,ANGUILLA MOBILE
1264476,ANGUILLA MOBILE
1264536,ANGUILLA MOBILE
1264537,ANGUILLA MOBILE
1264538,ANGUILLA MOBILE
1264539,ANGUILLA MOBILE
1264543,ANGUILLA MOBILE
1264729,ANGUILLA MOBILE
1264772,ANGUILLA MOBILE
6721,ANTARCTICA ALL COUNTRY
1268,ANTIGUA & BARBUDA
1268464,ANTIGUA & BARBUDA MOBILE
1268713,ANTIGUA & BARBUDA MOBILE
1268714,ANTIGUA & BARBUDA MOBILE
1268715,ANTIGUA & BARBUDA MOBILE
1268716,ANTIGUA & BARBUDA MOBILE
1268717,ANTIGUA & BARBUDA MOBILE
1268718,ANTIGUA & BARBUDA MOBILE
1268719,ANTIGUA & BARBUDA MOBILE
126872,ANTIGUA & BARBUDA MOBILE
1268732,ANTIGUA & BARBUDA MOBILE
1268734,ANTIGUA & BARBUDA MOBILE
1268736,ANTIGUA & BARBUDA MOBILE
1268762,ANTIGUA & BARBUDA MOBILE
1268764,ANTIGUA & BARBUDA MOBILE
126877,ANTIGUA & BARBUDA MOBILE
126878,ANTIGUA & BARBUDA MOBILE
54,ARGENTINA
5411,ARGENTINA BUENOS AIRES
54221,ARGENTINA CENTRAL
54223,ARGENTINA CENTRAL
54230,ARGENTINA CENTRAL
54236,ARGENTINA CENTRAL
54237,ARGENTINA CENTRAL
54249,ARGENTINA CENTRAL
54261,ARGENTINA CENTRAL
54264,ARGENTINA CENTRAL
54291,ARGENTINA CENTRAL
54299,ARGENTINA CENTRAL
54332,ARGENTINA CENTRAL
54336,ARGENTINA CENTRAL
54341,ARGENTINA CENTRAL
54342,ARGENTINA CENTRAL
54343,ARGENTINA CENTRAL
543462,ARGENTINA CENTRAL
543464,ARGENTINA CENTRAL
543476,ARGENTINA CENTRAL
54348,ARGENTINA CENTRAL
54351,ARGENTINA CENTRAL
54353,ARGENTINA CENTRAL
543541,ARGENTINA CENTRAL
543543,ARGENTINA CENTRAL
543571,ARGENTINA CENTRAL
54358,ARGENTINA CENTRAL
54362,ARGENTINA CENTRAL
543784,ARGENTINA CENTRAL
54379,ARGENTINA CENTRAL
549,ARGENTINA MOBILE
374,ARMENIA
37443,ARMENIA ARMENTEL MOBILE
37491,ARMENIA ARMENTEL MOBILE
37496,ARMENIA ARMENTEL MOBILE
37499,ARMENIA ARMENTEL MOBILE
37447,ARMENIA KARABAKH
37497,ARMENIA KARABAKH MOBILE
37460,ARMENIA NON GEOGRAPHICAL
37441,ARMENIA ORANGE MOBILE
37444,ARMENIA ORANGE MOBILE
37455,ARMENIA ORANGE MOBILE
37495,ARMENIA ORANGE MOBILE
37449,ARMENIA VIVA CELL MOBILE
37477,ARMENIA VIVA CELL MOBILE
37488,ARMENIA VIVA CELL MOBILE
37493,ARMENIA VIVA CELL MOBILE
37494,ARMENIA VIVA CELL MOBILE
37498,ARMENIA VIVA CELL MOBILE
297,ARUBA
29763,ARUBA DIGICEL MOBILE
29764,ARUBA DIGICEL MOBILE
29773,ARUBA DIGICEL MOBILE
29774,ARUBA DIGICEL MOBILE
29756,ARUBA MOBILE
29759,ARUBA MOBILE
297600,ARUBA MOBILE
297622,ARUBA MOBILE
29766,ARUBA MOBILE
29769,ARUBA MOBILE
29799,ARUBA MOBILE
247,ASCENSION ISLAND ALL COUNTRY
61,AUSTRALIA
61251,AUSTRALIA METRO CITIES
61261,AUSTRALIA METRO CITIES
61262,AUSTRALIA METRO CITIES
6127,AUSTRALIA METRO CITIES
6128,AUSTRALIA METRO CITIES
6129,AUSTRALIA METRO CITIES
61370,AUSTRALIA METRO CITIES
6138,AUSTRALIA METRO CITIES
6139,AUSTRALIA METRO CITIES
6172,AUSTRALIA METRO CITIES
6173,AUSTRALIA METRO CITIES
61861,AUSTRALIA METRO CITIES
61862,AUSTRALIA METRO CITIES
61863,AUSTRALIA METRO CITIES
61864,AUSTRALIA METRO CITIES
61865,AUSTRALIA METRO CITIES
61870,AUSTRALIA METRO CITIES
61871,AUSTRALIA METRO CITIES
61872,AUSTRALIA METRO CITIES
61873,AUSTRALIA METRO CITIES
61874,AUSTRALIA METRO CITIES
61881,AUSTRALIA METRO CITIES
61882,AUSTRALIA METRO CITIES
61883,AUSTRALIA METRO CITIES
61884,AUSTRALIA METRO CITIES
61892,AUSTRALIA METRO CITIES
61893,AUSTRALIA METRO CITIES
61894,AUSTRALIA METRO CITIES
6114,AUSTRALIA MOBILE
6116,AUSTRALIA MOBILE
614,AUSTRALIA MOBILE
6114515,AUSTRALIA OPTUS MOBILE
6114518,AUSTRALIA OPTUS MOBILE
6114525,AUSTRALIA OPTUS MOBILE
6114528,AUSTRALIA OPTUS MOBILE
6114535,AUSTRALIA OPTUS MOBILE
6114538,AUSTRALIA OPTUS MOBILE
61401,AUSTRALIA OPTUS MOBILE
61402,AUSTRALIA OPTUS MOBILE
61403,AUSTRALIA OPTUS MOBILE
61411,AUSTRALIA OPTUS MOBILE
61412,AUSTRALIA OPTUS MOBILE
61413,AUSTRALIA OPTUS MOBILE
61421,AUSTRALIA OPTUS MOBILE
61422,AUSTRALIA OPTUS MOBILE
61423,AUSTRALIA OPTUS MOBILE
61431,AUSTRALIA OPTUS MOBILE
61432,AUSTRALIA OPTUS MOBILE
61434,AUSTRALIA OPTUS MOBILE
61435,AUSTRALIA OPTUS MOBILE
61466,AUSTRALIA OPTUS MOBILE
614683,AUSTRALIA OPTUS MOBILE
614684,AUSTRALIA OPTUS MOBILE
614685,AUSTRALIA OPTUS MOBILE
614686,AUSTRALIA OPTUS MOBILE
614687,AUSTRALIA OPTUS MOBILE
614688,AUSTRALIA OPTUS MOBILE
614689,AUSTRALIA OPTUS MOBILE
61478,AUSTRALIA OPTUS MOBILE
614790,AUSTRALIA OPTUS MOBILE
614791,AUSTRALIA OPTUS MOBILE
61481,AUSTRALIA OPTUS MOBILE
61482,AUSTRALIA OPTUS MOBILE
6113,AUSTRALIA SPECIAL SERVICES
6118,AUSTRALIA SPECIAL SERVICES
61400,AUSTRALIA TELSTRA MOBILE
61407,AUSTRALIA TELSTRA MOBILE
61408,AUSTRALIA TELSTRA MOBILE
61409,AUSTRALIA TELSTRA MOBILE
61417,AUSTRALIA TELSTRA MOBILE
61418,AUSTRALIA TELSTRA MOBILE
61419,AUSTRALIA TELSTRA MOBILE
61427,AUSTRALIA TELSTRA MOBILE
61428,AUSTRALIA TELSTRA MOBILE
61429,AUSTRALIA TELSTRA MOBILE
614360,AUSTRALIA TELSTRA MOBILE
614361,AUSTRALIA TELSTRA MOBILE
614362,AUSTRALIA TELSTRA MOBILE
614363,AUSTRALIA TELSTRA MOBILE
614364,AUSTRALIA TELSTRA MOBILE
61437,AUSTRALIA TELSTRA MOBILE
61438,AUSTRALIA TELSTRA MOBILE
61439,AUSTRALIA TELSTRA MOBILE
614444,AUSTRALIA TELSTRA MOBILE
61447,AUSTRALIA TELSTRA MOBILE
61448,AUSTRALIA TELSTRA MOBILE
61455,AUSTRALIA TELSTRA MOBILE
61456,AUSTRALIA TELSTRA MOBILE
61457,AUSTRALIA TELSTRA MOBILE
61458,AUSTRALIA TELSTRA MOBILE
61459,AUSTRALIA TELSTRA MOBILE
61467,AUSTRALIA TELSTRA MOBILE
614690,AUSTRALIA TELSTRA MOBILE
614691,AUSTRALIA TELSTRA MOBILE
614692,AUSTRALIA TELSTRA MOBILE
614693,AUSTRALIA TELSTRA MOBILE
6146940,AUSTRALIA TELSTRA MOBILE
6146941,AUSTRALIA TELSTRA MOBILE
6146942,AUSTRALIA TELSTRA MOBILE
6146943,AUSTRALIA TELSTRA MOBILE
6146944,AUSTRALIA TELSTRA MOBILE
6146954,AUSTRALIA TELSTRA MOBILE
6146955,AUSTRALIA TELSTRA MOBILE
6146956,AUSTRALIA TELSTRA MOBILE
6146957,AUSTRALIA TELSTRA MOBILE
6146958,AUSTRALIA TELSTRA MOBILE
6146959,AUSTRALIA TELSTRA MOBILE
614696,AUSTRALIA TELSTRA MOBILE
614697,AUSTRALIA TELSTRA MOBILE
614698,AUSTRALIA TELSTRA MOBILE
614699,AUSTRALIA TELSTRA MOBILE
6147000001,AUSTRALIA TELSTRA MOBILE
614701,AUSTRALIA TELSTRA MOBILE
614702,AUSTRALIA TELSTRA MOBILE
614703,AUSTRALIA TELSTRA MOBILE
614704,AUSTRALIA TELSTRA MOBILE
614705,AUSTRALIA TELSTRA MOBILE
614706,AUSTRALIA TELSTRA MOBILE
6147070,AUSTRALIA TELSTRA MOBILE
6147071,AUSTRALIA TELSTRA MOBILE
6147072,AUSTRALIA TELSTRA MOBILE
6147073,AUSTRALIA TELSTRA MOBILE
6147074,AUSTRALIA TELSTRA MOBILE
6147075,AUSTRALIA TELSTRA MOBILE
6147076,AUSTRALIA TELSTRA MOBILE
6147077,AUSTRALIA TELSTRA MOBILE
6147078,AUSTRALIA TELSTRA MOBILE
614725,AUSTRALIA TELSTRA MOBILE
614726,AUSTRALIA TELSTRA MOBILE
614727,AUSTRALIA TELSTRA MOBILE
614728,AUSTRALIA TELSTRA MOBILE
614729,AUSTRALIA TELSTRA MOBILE
61473,AUSTRALIA TELSTRA MOBILE
61474,AUSTRALIA TELSTRA MOBILE
61475,AUSTRALIA TELSTRA MOBILE
61476,AUSTRALIA TELSTRA MOBILE
61477,AUSTRALIA TELSTRA MOBILE
61484,AUSTRALIA TELSTRA MOBILE
61487,AUSTRALIA TELSTRA MOBILE
614880,AUSTRALIA TELSTRA MOBILE
614881,AUSTRALIA TELSTRA MOBILE
614882,AUSTRALIA TELSTRA MOBILE
614883,AUSTRALIA TELSTRA MOBILE
614884,AUSTRALIA TELSTRA MOBILE
614885,AUSTRALIA TELSTRA MOBILE
614886,AUSTRALIA TELSTRA MOBILE
614887,AUSTRALIA TELSTRA MOBILE
614889,AUSTRALIA TELSTRA MOBILE
61490,AUSTRALIA TELSTRA MOBILE
614910,AUSTRALIA TELSTRA MOBILE
614911,AUSTRALIA TELSTRA MOBILE
614912,AUSTRALIA TELSTRA MOBILE
614913,AUSTRALIA TELSTRA MOBILE
614914,AUSTRALIA TELSTRA MOBILE
61497,AUSTRALIA TELSTRA MOBILE
61498,AUSTRALIA TELSTRA MOBILE
61499,AUSTRALIA TELSTRA MOBILE
672,AUSTRALIA TERRITORIES ALL COUNTRY
61404,AUSTRALIA VODAFONE MOBILE
61405,AUSTRALIA VODAFONE MOBILE
61406,AUSTRALIA VODAFONE MOBILE
61410,AUSTRALIA VODAFONE MOBILE
61414,AUSTRALIA VODAFONE MOBILE
61415,AUSTRALIA VODAFONE MOBILE
61416,AUSTRALIA VODAFONE MOBILE
61420,AUSTRALIA VODAFONE MOBILE
61424,AUSTRALIA VODAFONE MOBILE
61425,AUSTRALIA VODAFONE MOBILE
61426,AUSTRALIA VODAFONE MOBILE
61430,AUSTRALIA VODAFONE MOBILE
61433,AUSTRALIA VODAFONE MOBILE
61449,AUSTRALIA VODAFONE MOBILE
61450,AUSTRALIA VODAFONE MOBILE
61451,AUSTRALIA VODAFONE MOBILE
61452,AUSTRALIA VODAFONE MOBILE
43,AUSTRIA
43660,AUSTRIA H3G MOBILE
4367833,AUSTRIA H3G MOBILE
